status_id,text,datetime,images,links,embed_links
1834345123695538499,"We’ve made history — 1 BILLION followers! This is more than just a number - it’s a testament to our shared passion, drive, and love for the game and beyond.

From the streets of Madeira to the biggest stages in the world, I’ve always played for my family and for you, and now 1 billion of us stand together.

You’ve been with me every step of the way, through all the highs and the lows. This journey is our journey, and together, we’ve shown that there are no limits to what we can achieve.

Thank you for believing in me, for your support, and for being part of my life. The best is yet to come, and we’ll keep pushing, winning, and making history together.","12:35 AM · Sep 13, 2024","['https://pbs.twimg.com/media/GXTiQ3TWkAIhGt8?format=jpg&name=900x900', 'https://pbs.twimg.com/media/GXTrAmcWIAAFEzc?format=jpg&name=900x900']",[],[]
1833569093217357984,"#CR7Drive for the win. It replenishes carbs and essential electrolytes like sodium, potassium, and magnesium to keep me performing at my best.","9:11 PM · Sep 10, 2024","['https://pbs.twimg.com/media/GXIlEBnWMAAhjFN?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GXIlEBhWsAAWWPe?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GXIpoZlXEAAYxif?format=jpg&name=small']",[],[]
1832895127515226478,"Dois jogos, duas vitórias  Obrigado por todo o apoio, Portugal!","12:33 AM · Sep 9, 2024","['https://pbs.twimg.com/media/GW_AI5uWUAAdmUc?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GW_AI5_XEAA5X6u?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GW_AI6UXAAALdWw?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GW_AI6lXQAE9SXU?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GW_A6I6WMAA-jTJ?format=jpg&name=small']",[],['https://x.com/Cristiano/status/1832895127515226478/media_tags']
1831822844378104206,"I dreamed of this, and I have more dreams. Thank you all!","1:32 AM · Sep 6, 2024",['https://pbs.twimg.com/media/GWvxsNmW0AAOxMa?format=jpg&name=small'],[],[]
1831433718193647725,Prontos para a Liga das Nações!,"11:46 PM · Sep 4, 2024","['https://pbs.twimg.com/media/GWqPP2FXkAE3Dy_?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GWqPP16WsAAcY5I?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GWqPP2CWUAA92Rs?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GWqPP2FWIAAv1If?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GWqPx75XEAA1CG8?format=jpg&name=small', 'https://pbs.twimg.com/media/GWqPjNXWUAAfjpJ?format=jpg&name=small', 'https://pbs.twimg.com/media/GWqpqLOXAAAUJ_3?format=jpg&name=small']",[],['https://x.com/Cristiano/status/1831433718193647725/media_tags']
1829582400394821762,"Best friends forever. 183 matches, 140 goals, 5","9:10 PM · Aug 30, 2024",['https://pbs.twimg.com/media/GW6dn8tXUAAgEs4?format=jpg&name=240x240'],[],[]
1828781500449599649,"Past, present and future. @rioferdy5 amazing moment, brother. Watch Part 1: https://youtu.be/M8KHrlhDNIY?si=5HCHPpfGullWVCbJ…","4:07 PM · Aug 28, 2024",['https://pbs.twimg.com/media/GWKZH6YW0AIICi0?format=jpg&name=small'],[],[]
1830697198213824907,Feliz por estar de volta,"10:59 PM · Sep 2, 2024","['https://pbs.twimg.com/media/GWfxWgYWUAA4Lev?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GWfxWgWXQAAYH3n?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GWfxWgkWQAA0vwg?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GWlgs0FXQAAPY4w?format=jpg&name=small', 'https://pbs.twimg.com/media/GWlWHETXkAAR4dv?format=jpg&name=small']",[],['https://x.com/Cristiano/status/1830697198213824907/media_tags']
1829220901482537275,Honored to receive this award from @ChampionsLeague for being the all-time top scorer of the competition. Grateful for all the support along the way! Thank you!,"9:13 PM · Aug 29, 2024","['https://pbs.twimg.com/media/GWKysr4WUAEKOp0?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GWKysrxWwAAx2t4?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GWKysrvWAAAHYVd?format=jpg&name=360x360', 'https://pbs.twimg.com/media/GVXQaeuXoAAKvEx?format=jpg&name=small', 'https://pbs.twimg.com/media/GW_E94DWwAAcqiM?format=jpg&name=small']",[],[]
1828696498999029761,This Land is Calling. @VisitSaudi,"10:29 AM · Aug 28, 2024","['https://pbs.twimg.com/media/GWDZ_EoXYAAn43d?format=jpg&name=small', 'https://pbs.twimg.com/media/GWDWs10WYAA4ZSv?format=jpg&name=small']",[],[]
1828091181424664710,Pure style  Gio will rate my outfits and you can watch it here: https://youtu.be/tizVemSwwmc?si=IC-dheeVXMJm30lL…,"6:24 PM · Aug 26, 2024",[],[],[]
1826907386130362671,We will never settle. We will never give up. Our determination knows no limits!,"12:00 PM · Aug 23, 2024","['https://pbs.twimg.com/media/GVp4C5cW4AANUUG?format=jpg&name=small', 'https://pbs.twimg.com/media/GVqJCULXkAAVPti?format=jpg&name=small']",[],['https://x.com/Cristiano/status/1826907386130362671/media_tags']
